Location,Tv,Air_conditioner,Refrigerator,Water_heater,Modern_Wardrobe,Back_up_power_supply,Gym,Elevator,Modernized_bathrooms,Room size,Number of people in a room,Historical pricing data,Current Price
Boadi,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,3,3,4160,5408.0
Newsite,Yes,No,No,No,No,Yes,No,No,Yes,3,3,3870,4257.0
Campus,Yes,Yes,Yes,No,Yes,No,No,No,Yes,4,4,2960,4736.0
Ayeduase,No,Yes,No,Yes,Yes,No,No,No,Yes,4,4,2820,4230.0
Kotei,Yes,No,Yes,No,Yes,No,Yes,Yes,No,3,3,4040,5656.0
Newsite,No,Yes,Yes,Yes,No,No,No,No,Yes,1,1,6380,7018.000000000001
Boadi,No,Yes,No,No,No,Yes,No,No,No,4,4,2750,3575.0
Newsite,Yes,Yes,No,Yes,Yes,No,No,No,Yes,2,2,4420,4862.0
Tech junction,No,No,No,Yes,Yes,Yes,Yes,Yes,No,4,4,3050,3965.0
Boadi,No,Yes,No,No,No,No,No,Yes,No,1,1,6300,8190.0
Newsite,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2,2,4710,5181.0
Atonsu,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,1,1,6590,8567.0
Kotei,Yes,Yes,Yes,No,Yes,No,No,Yes,No,4,4,3040,4256.0
Bomsu,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,4,2950,3245.0000000000005
Kotei,No,Yes,No,Yes,No,Yes,Yes,No,No,1,1,6410,8974.0
Atonsu,No,No,Yes,No,Yes,Yes,Yes,No,No,4,4,2890,3757.0
Atonsu,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,2,4550,5915.0
Bomsu,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,3,4230,4653.0
Bomsu,No,No,No,Yes,Yes,No,Yes,Yes,Yes,1,1,6520,7172.000000000001
Boadi,Yes,No,No,Yes,Yes,No,No,Yes,Yes,1,1,6520,8476.0
Newsite,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,6770,7447.000000000001
Atonsu,Yes,Yes,Yes,No,No,No,Yes,No,Yes,1,1,6520,8476.0
Tech junction,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4,4,3330,4329.0
Boadi,No,Yes,No,No,Yes,Yes,No,No,Yes,1,1,6410,8333.0
Bomsu,No,Yes,No,No,Yes,Yes,No,No,Yes,2,2,4410,4851.0
Atonsu,No,Yes,No,Yes,Yes,Yes,Yes,No,No,3,3,3950,5135.0
Bomsu,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1,1,6660,7326.000000000001
Newsite,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6710,7381.000000000001
Ayeduase,No,No,Yes,Yes,Yes,Yes,No,Yes,No,4,4,3050,4575.0
Campus,No,No,No,No,Yes,No,No,No,No,1,1,6040,9664.0
Tech junction,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,3330,4329.0
Bomsu,No,Yes,No,No,Yes,Yes,Yes,Yes,No,4,4,3090,3399.0000000000005
Boadi,No,Yes,No,Yes,Yes,No,Yes,No,Yes,2,2,4420,5746.0
Kotei,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,1,6820,9548.0
Atonsu,Yes,No,No,No,Yes,Yes,No,Yes,No,4,4,2990,3887.0
Tech junction,No,Yes,No,No,No,No,No,No,Yes,1,1,6220,8086.0
Atonsu,Yes,Yes,Yes,Yes,No,Yes,No,No,No,1,1,6510,8463.0
Kotei,Yes,No,Yes,No,No,No,No,Yes,No,4,4,2900,4059.9999999999995
Kotei,No,No,Yes,Yes,No,No,Yes,No,Yes,4,4,2880,4031.9999999999995
Kotei,No,No,Yes,No,Yes,Yes,Yes,No,No,1,1,6390,8946.0
Boadi,No,No,No,No,Yes,Yes,No,No,No,1,1,6190,8047.0
Boadi,Yes,Yes,No,No,No,Yes,Yes,Yes,No,3,3,4150,5395.0
Atonsu,Yes,No,Yes,Yes,Yes,No,No,Yes,No,2,2,4500,5850.0
Newsite,Yes,No,No,Yes,Yes,No,No,No,Yes,3,3,3820,4202.0
Kotei,Yes,No,Yes,Yes,No,Yes,No,Yes,No,3,3,4110,5754.0
Newsite,Yes,No,No,Yes,Yes,Yes,No,No,No,3,3,3850,4235.0
Tech junction,No,Yes,No,Yes,No,Yes,Yes,No,Yes,3,3,4030,5239.0
Ayeduase,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4270,6405.0
Campus,Yes,No,Yes,No,Yes,No,Yes,No,Yes,3,3,3960,6336.0
Newsite,No,No,Yes,Yes,No,No,No,No,Yes,1,1,6280,6908.000000000001
Bomsu,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3,3,4050,4455.0
Tech junction,No,No,Yes,Yes,No,No,Yes,No,No,3,3,3760,4888.0
Bomsu,No,Yes,Yes,Yes,No,Yes,No,No,Yes,4,4,3030,3333.0000000000005
Bomsu,Yes,No,Yes,No,No,No,No,No,No,2,2,4200,4620.0
Atonsu,No,No,Yes,Yes,No,Yes,Yes,No,No,3,3,3910,5083.0
Atonsu,Yes,Yes,No,No,No,Yes,Yes,No,No,4,4,2950,3835.0
Atonsu,Yes,No,No,No,No,Yes,No,No,No,4,4,2750,3575.0
Newsite,No,No,No,No,No,Yes,No,No,Yes,2,2,4270,4697.0
Atonsu,No,Yes,No,Yes,No,Yes,No,Yes,No,4,4,3010,3913.0
Atonsu,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,4,3150,4095.0
Newsite,No,No,Yes,No,Yes,Yes,Yes,No,Yes,3,3,4010,4411.0
Campus,Yes,Yes,No,Yes,No,No,Yes,Yes,No,3,3,4060,6496.0
Tech junction,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,4,4,3120,4056.0
Campus,Yes,No,No,No,Yes,Yes,Yes,No,Yes,3,3,4010,6416.0
Atonsu,No,Yes,Yes,Yes,Yes,No,No,No,Yes,1,1,6420,8346.0
Boadi,No,No,No,No,No,Yes,Yes,No,Yes,3,3,3870,5031.0
Newsite,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,4,4,3120,3432.0000000000005
Tech junction,No,No,No,No,Yes,No,No,Yes,No,2,2,4240,5512.0
Campus,No,No,No,Yes,Yes,Yes,Yes,No,No,1,1,6350,10160.0
Kotei,No,Yes,Yes,No,No,No,No,Yes,Yes,1,1,6520,9128.0
Atonsu,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,6710,8723.0
Newsite,No,Yes,Yes,Yes,No,No,No,No,No,4,4,2760,3036.0000000000005
Boadi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4770,6201.0
Boadi,Yes,No,No,Yes,Yes,No,Yes,Yes,No,4,4,3000,3900.0
Bomsu,Yes,No,No,No,Yes,Yes,No,No,Yes,2,2,4410,4851.0
Tech junction,Yes,No,No,No,Yes,No,Yes,No,No,3,3,3740,4862.0
Tech junction,Yes,No,Yes,No,Yes,Yes,No,Yes,No,3,3,4090,5317.0
Bomsu,No,No,No,No,No,No,No,Yes,No,4,4,2700,2970.0000000000005
Tech junction,Yes,Yes,Yes,No,No,Yes,No,No,Yes,2,2,4570,5941.0
Newsite,No,No,No,Yes,Yes,Yes,No,No,No,2,2,4250,4675.0
Ayeduase,No,Yes,No,No,Yes,No,No,Yes,No,1,1,6340,9510.0
Bomsu,No,No,No,Yes,No,No,No,No,No,4,4,2560,2816.0
Atonsu,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,1,6770,8801.0
Ayeduase,No,No,No,No,No,No,No,Yes,No,1,1,6200,9300.0
Campus,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,2,4810,7696.0
Boadi,No,No,Yes,No,Yes,Yes,Yes,No,Yes,1,1,6510,8463.0
Atonsu,No,No,Yes,Yes,Yes,No,Yes,Yes,No,4,4,3000,3900.0
Ayeduase,No,Yes,No,No,No,Yes,No,No,Yes,1,1,6370,9555.0
Campus,Yes,No,No,No,No,No,No,Yes,Yes,3,3,3920,6272.0
Campus,No,No,No,Yes,Yes,Yes,No,Yes,No,2,2,4450,7120.0
Campus,No,Yes,Yes,No,Yes,No,No,Yes,Yes,4,4,3060,4896.0
Boadi,Yes,Yes,Yes,Yes,No,No,No,No,No,4,4,2860,3718.0
Bomsu,Yes,No,Yes,Yes,Yes,No,No,No,Yes,3,3,3920,4312.0
Boadi,Yes,No,No,No,No,Yes,No,Yes,Yes,2,2,4570,5941.0
Tech junction,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2,2,4630,6019.0
Atonsu,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,2,4870,6331.0
Newsite,No,No,No,Yes,Yes,Yes,No,Yes,No,4,4,2950,3245.0000000000005
Campus,Yes,No,Yes,Yes,No,Yes,No,No,No,1,1,6410,10256.0
Newsite,No,No,No,Yes,Yes,Yes,Yes,No,No,2,2,4350,4785.0
Boadi,No,No,No,Yes,Yes,No,Yes,No,Yes,1,1,6320,8216.0
Bomsu,No,No,Yes,Yes,Yes,Yes,No,No,Yes,4,4,2970,3267.0000000000005
Atonsu,No,No,No,No,Yes,No,No,No,No,2,2,4040,5252.0
Campus,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,2,4930,7888.0
Campus,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6810,10896.0
Bomsu,Yes,No,Yes,No,No,Yes,No,Yes,Yes,2,2,4670,5137.0
Newsite,No,No,Yes,No,Yes,Yes,No,No,No,2,2,4290,4719.0
Newsite,No,No,No,No,Yes,No,No,No,Yes,1,1,6160,6776.000000000001
Bomsu,Yes,No,Yes,No,Yes,No,No,No,Yes,2,2,4360,4796.0
Tech junction,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,3,3,4110,5343.0
Bomsu,Yes,Yes,No,Yes,No,No,No,Yes,Yes,2,2,4580,5038.0
Campus,Yes,No,Yes,Yes,No,Yes,No,Yes,No,4,4,3110,4976.0
Ayeduase,No,Yes,Yes,Yes,Yes,No,No,No,Yes,4,4,2920,4380.0
Boadi,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,1,1,6570,8541.0
Tech junction,No,Yes,No,No,Yes,Yes,Yes,No,No,3,3,3890,5057.0
Ayeduase,No,No,No,Yes,No,No,No,Yes,No,1,1,6260,9390.0
Atonsu,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,1,1,6660,8658.0
Campus,No,Yes,No,No,No,Yes,No,Yes,Yes,1,1,6570,10512.0
Tech junction,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2,2,4560,5928.0
Kotei,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4150,5810.0
Newsite,No,Yes,Yes,No,Yes,No,Yes,No,Yes,2,2,4460,4906.0
Boadi,No,No,No,Yes,Yes,Yes,No,Yes,No,1,1,6450,8385.0
Atonsu,No,No,Yes,Yes,No,No,Yes,Yes,Yes,4,4,3080,4004.0
Atonsu,Yes,No,Yes,Yes,No,No,Yes,Yes,No,1,1,6560,8528.0
Bomsu,No,No,No,No,Yes,No,Yes,No,No,3,3,3640,4004.0000000000005
Kotei,No,No,No,No,Yes,No,Yes,No,No,2,2,4140,5796.0
Ayeduase,Yes,No,Yes,Yes,Yes,No,No,No,Yes,1,1,6420,9630.0
Ayeduase,No,Yes,Yes,No,No,Yes,No,No,Yes,4,4,2970,4455.0
Atonsu,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,2,4770,6201.0
Newsite,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,4,4,3120,3432.0000000000005
Campus,Yes,No,Yes,No,No,No,Yes,Yes,Yes,2,2,4620,7392.0
Campus,Yes,No,Yes,No,Yes,No,No,No,No,1,1,6240,9984.0
Newsite,Yes,Yes,No,No,Yes,No,No,No,Yes,3,3,3860,4246.0
Boadi,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,4,4,3160,4108.0
Tech junction,No,Yes,No,No,No,Yes,Yes,No,No,4,4,2850,3705.0
Ayeduase,No,Yes,No,No,Yes,Yes,No,Yes,Yes,1,1,6610,9915.0
Kotei,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,1,6750,9450.0
Atonsu,Yes,No,Yes,No,Yes,No,Yes,Yes,No,1,1,6540,8502.0
Kotei,No,No,Yes,No,No,Yes,Yes,Yes,Yes,1,1,6670,9338.0
Boadi,Yes,Yes,No,No,No,Yes,Yes,Yes,No,3,3,4150,5395.0
Newsite,No,Yes,No,Yes,Yes,No,No,Yes,No,4,4,2900,3190.0000000000005
Kotei,No,No,Yes,Yes,Yes,Yes,No,Yes,No,4,4,3050,4270.0
Campus,Yes,No,No,Yes,No,No,No,Yes,No,3,3,3860,6176.0
Tech junction,Yes,No,Yes,No,Yes,No,No,No,No,1,1,6240,8112.0
Kotei,Yes,No,No,Yes,No,No,No,No,No,3,3,3660,5124.0
Boadi,No,No,No,No,No,Yes,Yes,Yes,Yes,1,1,6570,8541.0
Boadi,Yes,Yes,No,Yes,Yes,No,No,No,Yes,4,4,2920,3796.0
Boadi,Yes,Yes,No,Yes,No,No,No,No,No,4,4,2760,3588.0
Kotei,Yes,No,No,No,No,No,Yes,Yes,No,1,1,6400,8960.0
Campus,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1,6480,10368.0
Bomsu,No,No,Yes,Yes,Yes,No,No,No,Yes,2,2,4320,4752.0
Ayeduase,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3,3,4210,6315.0
Campus,No,Yes,Yes,No,No,No,No,Yes,No,4,4,2900,4640.0
Kotei,No,Yes,Yes,Yes,No,Yes,No,Yes,No,1,1,6610,9254.0
Tech junction,No,No,No,No,No,No,No,Yes,No,3,3,3700,4810.0
Campus,No,Yes,No,No,Yes,Yes,Yes,No,No,4,4,2890,4624.0
Ayeduase,No,No,Yes,No,No,No,No,No,Yes,2,2,4220,6330.0
Ayeduase,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3,3,4210,6315.0
Tech junction,No,Yes,Yes,Yes,No,Yes,No,No,Yes,3,3,4030,5239.0
Newsite,No,Yes,Yes,No,Yes,Yes,No,Yes,No,1,1,6590,7249.000000000001
Tech junction,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1,1,6720,8736.0
Atonsu,No,Yes,Yes,No,No,Yes,Yes,Yes,No,4,4,3150,4095.0
Campus,No,No,No,Yes,No,No,Yes,Yes,No,3,3,3860,6176.0
Boadi,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6710,8723.0
Tech junction,No,No,Yes,No,Yes,No,Yes,Yes,No,3,3,3940,5122.0
Ayeduase,Yes,No,No,No,Yes,Yes,No,No,No,2,2,4290,6435.0
Kotei,Yes,No,No,No,No,Yes,No,Yes,No,4,4,2950,4130.0
Bomsu,Yes,Yes,No,No,Yes,No,Yes,No,Yes,1,1,6460,7106.000000000001
Newsite,No,No,No,No,No,No,No,Yes,No,3,3,3700,4070.0000000000005
Atonsu,No,Yes,No,Yes,No,No,Yes,No,Yes,4,4,2880,3744.0
Newsite,No,No,No,Yes,Yes,No,Yes,No,No,4,4,2700,2970.0000000000005
Tech junction,Yes,No,Yes,No,No,Yes,No,No,Yes,3,3,3970,5161.0
Bomsu,Yes,No,No,No,Yes,Yes,Yes,No,Yes,3,3,4010,4411.0
Bomsu,Yes,Yes,No,No,Yes,No,No,Yes,Yes,3,3,4060,4466.0
Kotei,Yes,No,No,No,No,No,No,Yes,Yes,3,3,3920,5488.0
Bomsu,No,No,Yes,Yes,No,No,No,No,Yes,2,2,4280,4708.0
Ayeduase,No,Yes,No,No,Yes,No,Yes,No,No,1,1,6240,9360.0
Newsite,Yes,No,Yes,No,No,No,Yes,Yes,Yes,1,1,6620,7282.000000000001
Tech junction,No,Yes,No,Yes,No,No,Yes,No,No,4,4,2760,3588.0
Boadi,Yes,No,No,Yes,No,No,No,Yes,No,3,3,3860,5018.0
Ayeduase,No,Yes,No,Yes,No,Yes,No,No,No,4,4,2810,4215.0
Bomsu,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,6770,7447.000000000001
Bomsu,Yes,No,Yes,Yes,No,Yes,No,No,Yes,2,2,4530,4983.0
Bomsu,No,Yes,Yes,Yes,No,Yes,No,Yes,No,4,4,3110,3421.0000000000005
Kotei,No,No,Yes,No,Yes,Yes,Yes,No,Yes,3,3,4010,5614.0
Boadi,No,Yes,Yes,Yes,No,No,No,No,No,1,1,6260,8138.0
Kotei,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,4,3230,4522.0
Tech junction,No,Yes,Yes,No,No,No,No,Yes,No,1,1,6400,8320.0
Newsite,No,Yes,Yes,No,No,Yes,No,No,No,2,2,4350,4785.0
Bomsu,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2,2,4650,5115.0
Campus,No,Yes,Yes,No,No,No,No,Yes,No,3,3,3900,6240.0
Newsite,No,No,No,Yes,No,No,Yes,No,Yes,4,4,2780,3058.0000000000005
Boadi,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1,1,6590,8567.0
Tech junction,Yes,Yes,No,Yes,No,No,Yes,Yes,No,3,3,4060,5278.0
Bomsu,Yes,No,Yes,Yes,Yes,Yes,No,No,No,2,2,4450,4895.0
Newsite,Yes,No,No,No,No,No,Yes,No,Yes,3,3,3820,4202.0
Newsite,No,Yes,No,No,No,Yes,No,No,Yes,4,4,2870,3157.0000000000005
Bomsu,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2,2,4710,5181.0
Kotei,No,No,Yes,No,No,Yes,No,No,Yes,4,4,2870,4017.9999999999995
Bomsu,Yes,No,No,Yes,No,Yes,Yes,No,Yes,2,2,4530,4983.0
Atonsu,Yes,Yes,Yes,No,No,No,Yes,No,Yes,1,1,6520,8476.0
Newsite,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,4,3050,3355.0000000000005
Bomsu,Yes,No,Yes,No,No,Yes,No,Yes,No,3,3,4050,4455.0
Tech junction,No,No,No,No,Yes,No,No,Yes,No,3,3,3740,4862.0
Atonsu,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3,3,4260,5538.0
Ayeduase,No,No,Yes,No,Yes,No,No,No,No,3,3,3640,5460.0
Tech junction,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,2,2,4610,5993.0
Boadi,Yes,Yes,Yes,No,Yes,No,Yes,No,No,4,4,2940,3822.0
Boadi,Yes,Yes,Yes,No,No,Yes,No,No,Yes,4,4,3070,3991.0
Campus,No,Yes,No,No,No,Yes,Yes,No,No,1,1,6350,10160.0
Tech junction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4970,6461.0
Ayeduase,Yes,Yes,Yes,No,No,No,No,Yes,No,4,4,3000,4500.0
Atonsu,No,Yes,No,No,Yes,Yes,Yes,Yes,No,3,3,4090,5317.0
Atonsu,No,No,Yes,No,No,No,No,Yes,Yes,1,1,6420,8346.0
Boadi,No,No,Yes,No,Yes,No,No,Yes,Yes,2,2,4460,5798.0
Atonsu,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,2,2,4650,6045.0
Newsite,No,No,Yes,Yes,No,No,Yes,Yes,Yes,1,1,6580,7238.000000000001
Ayeduase,No,Yes,Yes,No,No,Yes,No,No,Yes,1,1,6470,9705.0
Bomsu,No,No,Yes,No,No,Yes,No,No,Yes,1,1,6370,7007.000000000001
Boadi,No,Yes,No,No,No,No,Yes,Yes,Yes,2,2,4520,5876.0
Boadi,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2,2,4730,6149.0
Bomsu,No,Yes,No,Yes,No,No,No,No,No,2,2,4160,4576.0
Bomsu,No,No,Yes,Yes,No,No,Yes,No,No,3,3,3760,4136.0
Atonsu,No,No,Yes,Yes,Yes,No,Yes,No,No,2,2,4300,5590.0
Kotei,No,Yes,No,Yes,No,Yes,No,Yes,Yes,2,2,4630,6482.0
Kotei,No,No,Yes,No,No,No,Yes,No,No,1,1,6200,8680.0
Ayeduase,Yes,Yes,No,No,No,No,Yes,No,No,4,4,2800,4200.0
Kotei,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,3,3,4230,5922.0
Kotei,No,Yes,Yes,No,No,No,Yes,No,No,2,2,4300,6020.0
Ayeduase,No,Yes,Yes,No,No,Yes,No,No,No,4,4,2850,4275.0
Campus,Yes,Yes,No,Yes,No,Yes,No,No,Yes,3,3,4030,6448.0
Bomsu,Yes,No,Yes,Yes,No,Yes,Yes,No,No,1,1,6510,7161.000000000001
Bomsu,Yes,No,No,Yes,No,No,Yes,Yes,No,3,3,3960,4356.0
Ayeduase,Yes,Yes,No,No,No,Yes,No,Yes,No,4,4,3050,4575.0
Boadi,Yes,Yes,No,No,No,Yes,Yes,No,No,4,4,2950,3835.0
Newsite,No,No,No,Yes,Yes,No,Yes,No,No,2,2,4200,4620.0
Boadi,No,No,No,Yes,Yes,Yes,No,Yes,Yes,4,4,3070,3991.0
Atonsu,Yes,Yes,No,No,No,Yes,No,Yes,Yes,4,4,3170,4121.0
Tech junction,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,2,2,4520,5876.0
Newsite,Yes,No,No,No,No,Yes,Yes,Yes,No,1,1,6550,7205.000000000001
Kotei,No,No,Yes,Yes,Yes,Yes,No,No,No,2,2,4350,6090.0
Atonsu,Yes,Yes,Yes,No,No,No,No,Yes,Yes,2,2,4620,6006.0
Kotei,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,4,4,3170,4438.0
Newsite,No,Yes,Yes,No,Yes,Yes,No,Yes,No,4,4,3090,3399.0000000000005
Newsite,No,No,Yes,No,No,No,No,Yes,Yes,2,2,4420,4862.0
Kotei,No,Yes,No,Yes,No,No,Yes,Yes,Yes,4,4,3080,4312.0
Newsite,No,Yes,No,No,Yes,No,Yes,No,Yes,4,4,2860,3146.0000000000005
Kotei,No,No,No,Yes,No,Yes,No,Yes,Yes,2,2,4530,6342.0
Ayeduase,No,Yes,No,Yes,Yes,Yes,No,No,Yes,4,4,2970,4455.0
Tech junction,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4250,5525.0
Campus,Yes,No,Yes,No,No,No,Yes,No,No,3,3,3800,6080.0
Atonsu,No,Yes,No,No,No,No,Yes,No,Yes,4,4,2820,3666.0
Kotei,No,Yes,Yes,Yes,No,No,No,Yes,Yes,3,3,4080,5712.0
Kotei,Yes,No,No,Yes,No,Yes,No,No,No,2,2,4310,6034.0
Kotei,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,4,3120,4368.0
Boadi,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,2,2,4640,6032.0
Atonsu,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,2,2,4580,5954.0
Kotei,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,3,3,4080,5712.0
Kotei,No,Yes,No,No,Yes,Yes,No,No,No,4,4,2790,3905.9999999999995
Campus,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4,4,3000,4800.0
Ayeduase,No,No,No,Yes,Yes,No,Yes,Yes,No,4,4,2900,4350.0
Kotei,Yes,Yes,No,No,No,No,Yes,No,Yes,4,4,2920,4087.9999999999995
Boadi,Yes,No,No,Yes,Yes,No,No,Yes,No,1,1,6400,8320.0
Ayeduase,No,Yes,No,No,Yes,No,Yes,No,No,3,3,3740,5610.0
Kotei,Yes,No,No,No,No,Yes,Yes,No,No,2,2,4350,6090.0
Newsite,No,No,No,No,Yes,Yes,No,No,No,1,1,6190,6809.000000000001
Ayeduase,No,No,No,No,No,No,No,Yes,Yes,2,2,4320,6480.0
Boadi,No,Yes,No,Yes,Yes,No,Yes,No,No,1,1,6300,8190.0
Bomsu,Yes,No,No,No,Yes,No,Yes,No,No,4,4,2740,3014.0000000000005
Campus,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,1,1,6650,10640.0
Bomsu,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,4,3020,3322.0000000000005
Tech junction,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,1,1,6570,8541.0
Boadi,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1,1,6630,8619.0
Ayeduase,No,No,Yes,Yes,Yes,No,No,Yes,No,1,1,6400,9600.0
Newsite,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,4,3270,3597.0000000000005
Kotei,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,1,1,6610,9254.0
Boadi,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,4230,5499.0
Boadi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,3,4270,5551.0
Atonsu,Yes,No,No,No,Yes,No,No,No,No,2,2,4140,5382.0
Campus,No,Yes,Yes,No,Yes,No,No,Yes,No,1,1,6440,10304.0
Newsite,No,Yes,No,Yes,No,No,Yes,No,No,2,2,4260,4686.0
Ayeduase,No,No,No,Yes,No,Yes,No,No,No,2,2,4210,6315.0
Atonsu,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1,1,6770,8801.0
Ayeduase,No,No,Yes,Yes,Yes,No,No,No,No,1,1,6200,9300.0
Campus,No,Yes,Yes,No,No,No,Yes,Yes,No,4,4,3000,4800.0
Bomsu,No,Yes,No,No,Yes,No,No,No,Yes,3,3,3760,4136.0
Campus,Yes,No,Yes,No,No,Yes,Yes,No,No,4,4,2950,4720.0
Campus,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,1,6720,10752.0
Campus,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1,1,6570,10512.0
Newsite,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,1,1,6680,7348.000000000001
Bomsu,Yes,No,No,Yes,No,No,Yes,Yes,Yes,1,1,6580,7238.000000000001
Atonsu,No,Yes,No,Yes,No,No,Yes,Yes,No,3,3,3960,5148.0
Atonsu,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,3,4250,5525.0
Ayeduase,No,Yes,Yes,No,No,Yes,Yes,Yes,No,1,1,6650,9975.0
Campus,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,1,6710,10736.0
Atonsu,No,Yes,No,Yes,No,Yes,No,No,Yes,1,1,6430,8359.0
Boadi,No,No,Yes,Yes,Yes,No,No,No,Yes,4,4,2820,3666.0
Newsite,No,Yes,No,No,Yes,No,No,No,Yes,4,4,2760,3036.0000000000005
Atonsu,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4,4,3270,4251.0
Bomsu,No,No,No,Yes,Yes,No,Yes,No,No,4,4,2700,2970.0000000000005
Bomsu,Yes,No,Yes,No,Yes,Yes,No,No,No,4,4,2890,3179.0000000000005
Boadi,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,4,3050,3965.0
Ayeduase,Yes,No,Yes,No,No,Yes,Yes,No,No,2,2,4450,6675.0
Newsite,No,Yes,No,Yes,No,No,No,Yes,No,1,1,6360,6996.000000000001
Tech junction,No,No,Yes,Yes,Yes,Yes,No,Yes,No,3,3,4050,5265.0
Campus,No,Yes,No,No,Yes,Yes,No,No,No,1,1,6290,10064.0
Kotei,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,3,3950,5530.0
Boadi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3,3,4310,5603.0
Newsite,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3,3,4280,4708.0
Tech junction,Yes,No,No,Yes,No,No,Yes,No,Yes,4,4,2880,3744.0
